"","account_id","client_id","district_id.x","client_age","gender","name","region","no..of.inhabitants","no..of.municipalities.with.inhabitants...499","no..of.municipalities.with.inhabitants.500.1999","no..of.municipalities.with.inhabitants.2000.9999","no..of.municipalities.with.inhabitants..10000","no..of.cities","ratio.of.urban.inhabitants","average.salary","unemploymant.rate..95","unemploymant.rate..96","no..of.enterpreneurs.per.1000.inhabitants","no..of.commited.crimes..95","no..of.commited.crimes..96","disp_id","type","district_id.y","frequency","account_age"
"3160",2762,3335,11,49,"M","Praha - zapad","central Bohemia",75637,35,36,9,0,7,36.5,9622,3,0.59,154,44,3529,3335,"OWNER",19,"monthly issuance",23
"3161",2763,3336,64,65,"F","Zlin","south Moravia",197099,29,41,10,2,10,74.7,9624,14,2.31,145,57,4265,3336,"OWNER",64,"monthly issuance",23
"3162",2764,3337,53,64,"M","Blansko","south Moravia",107911,88,33,6,2,7,50.9,8240,30,3.56,99,16,1903,3337,"OWNER",53,"monthly issuance",20
"3163",2765,3338,69,74,"F","Jesenik","north Moravia",42821,4,13,5,1,3,48.4,8173,36.5,7.01,124,38.5,1358,3338,"OWNER",69,"monthly issuance",19
"3164",2766,3339,31,40,"F","Tachov","west Bohemia",51313,34,12,3,1,4,59.2,8930,47,4.2,108,5,1452,3339,"OWNER",31,"monthly issuance",19
"3165",2767,3340,54,40,"M","Brno - mesto","south Moravia",387570,0,0,0,1,1,100,9897,14,1.96,140,17,18696,3340,"OWNER",54,"monthly issuance",20
"3166",2767,3341,54,48,"F","Brno - mesto","south Moravia",387570,0,0,0,1,1,100,9897,14,1.96,140,17,18696,3341,"DISPONENT",54,"monthly issuance",20
"3167",2768,3342,73,43,"M","Opava","north Moravia",182027,17,49,12,2,7,56.4,8746,42,3.74,90,56,4433,3342,"OWNER",73,"monthly issuance",23
"3168",2770,3344,42,55,"M","Havlickuv Brod","east Bohemia",95907,87,25,5,2,7,59.1,8388,26,2.94,87,11,1668,3344,"OWNER",42,"monthly issuance",23
"3169",2771,3345,37,75,"F","Litomerice","north Bohemia",114006,71,26,6,2,9,62.3,9065,55,5.39,123,53,4166,3345,"OWNER",37,"monthly issuance",23
"3170",2771,3346,37,75,"M","Litomerice","north Bohemia",114006,71,26,6,2,9,62.3,9065,55,5.39,123,53,4166,3346,"DISPONENT",37,"monthly issuance",23
"3171",2772,3347,11,80,"M","Praha - zapad","central Bohemia",75637,35,36,9,0,7,36.5,9622,3,0.59,154,44,3529,3347,"OWNER",11,"monthly issuance",20
"3172",2773,3348,38,38,"F","Louny","north Bohemia",85852,41,23,4,2,4,59.8,8965,70,8.23,104,34,2822,3348,"OWNER",38,"monthly issuance",20
"3173",2774,3349,42,53,"M","Havlickuv Brod","east Bohemia",95907,87,25,5,2,7,59.1,8388,26,2.94,87,11,1668,3349,"OWNER",42,"monthly issuance",20
"3174",2775,3350,30,66,"M","Sokolov","west Bohemia",94812,15,13,8,2,10,81.8,9650,43,3.67,100,39,2804,3350,"OWNER",30,"monthly issuance",19
"3175",2775,3351,30,74,"F","Sokolov","west Bohemia",94812,15,13,8,2,10,81.8,9650,43,3.67,100,39,2804,3351,"DISPONENT",30,"monthly issuance",19
"3176",2776,3352,23,97,"M","Cheb","west Bohemia",87419,21,11,4,3,9,85.5,8624,19,2.66,102,38,3198,3352,"OWNER",23,"monthly issuance",19
"3177",2776,3353,23,97,"F","Cheb","west Bohemia",87419,21,11,4,3,9,85.5,8624,19,2.66,102,38,3198,3353,"DISPONENT",23,"monthly issuance",19
"3178",2777,3354,62,73,"F","Uherske Hradiste","south Moravia",145688,22,41,13,2,5,40.7,8544,10,1.86,109,35,2906,3354,"OWNER",62,"monthly issuance",20
"3179",2778,3355,38,63,"M","Louny","north Bohemia",85852,41,23,4,2,4,59.8,8965,70,8.23,104,34,2822,3355,"OWNER",38,"monthly issuance",23
"3180",2779,3356,73,42,"M","Opava","north Moravia",182027,17,49,12,2,7,56.4,8746,42,3.74,90,56,4433,3356,"OWNER",73,"monthly issuance",23
"3181",2780,3357,63,62,"F","Vyskov","south Moravia",86513,38,36,5,1,5,50.5,8288,49,4.52,110,6,1460,3357,"OWNER",63,"monthly issuance",21
"3182",2781,3358,16,41,"M","Jindrichuv Hradec","south Bohemia",93931,74,21,10,1,8,56.9,8427,8,1.54,107,18,1913,3358,"OWNER",16,"monthly issuance",21
"3183",2782,3359,1,71,"M","Hl.m. Praha","Prague",1204953,0,0,0,1,1,100,12541,2,0.43,167,73,99107,3359,"OWNER",1,"monthly issuance",19
"3184",2783,3360,43,40,"F","Hradec Kralove","east Bohemia",161854,73,21,6,1,6,76.3,9425,17,2.5,125,52,3891,3360,"OWNER",43,"monthly issuance",21
"3185",2784,3361,40,86,"F","Teplice","north Bohemia",128118,9,16,6,3,8,85.3,9317,68,7.07,97,71,6872,3361,"OWNER",40,"monthly issuance",19
"3186",2787,3365,1,50,"F","Hl.m. Praha","Prague",1204953,0,0,0,1,1,100,12541,2,0.43,167,73,99107,3365,"OWNER",1,"monthly issuance",19
"3187",2788,3366,54,57,"F","Brno - mesto","south Moravia",387570,0,0,0,1,1,100,9897,14,1.96,140,17,18696,3366,"OWNER",54,"monthly issuance",22
"3188",2788,3367,54,64,"M","Brno - mesto","south Moravia",387570,0,0,0,1,1,100,9897,14,1.96,140,17,18696,3367,"DISPONENT",54,"monthly issuance",22
"3189",2789,3368,14,64,"F","Ceske Budejovice","south Bohemia",177686,69,27,10,1,9,74.8,10045,12,1.71,135,70,6295,3368,"OWNER",14,"monthly issuance",22
"3190",2790,3369,1,64,"M","Hl.m. Praha","Prague",1204953,0,0,0,1,1,100,12541,2,0.43,167,73,99107,3369,"OWNER",1,"monthly issuance",22
"3191",2791,3370,25,97,"M","Klatovy","west Bohemia",88757,60,33,3,2,10,61.7,8554,27,2.68,113,14,2218,3370,"OWNER",25,"monthly issuance",19
"3192",2791,3371,25,97,"F","Klatovy","west Bohemia",88757,60,33,3,2,10,61.7,8554,27,2.68,113,14,2218,3371,"DISPONENT",25,"monthly issuance",19
"3193",2792,3372,1,46,"M","Hl.m. Praha","Prague",1204953,0,0,0,1,1,100,12541,2,0.43,167,73,99107,3372,"OWNER",1,"monthly issuance",20
"3194",2793,3373,5,64,"M","Kolin","central Bohemia",95616,65,30,4,1,6,51.4,9307,52,4.43,118,32,3040,3373,"OWNER",47,"monthly issuance",23
"3195",2793,3374,5,56,"F","Kolin","central Bohemia",95616,65,30,4,1,6,51.4,9307,52,4.43,118,32,3040,3374,"DISPONENT",47,"monthly issuance",23
"3196",2794,3375,74,62,"M","Ostrava - mesto","north Moravia",323870,0,0,0,1,1,100,10673,59,5.44,100,19,18347,3375,"OWNER",74,"monthly issuance",20
"3197",2795,3376,11,71,"F","Praha - zapad","central Bohemia",75637,35,36,9,0,7,36.5,9622,3,0.59,154,44,3529,3376,"OWNER",11,"monthly issuance",20
"3198",2795,3377,11,78,"M","Praha - zapad","central Bohemia",75637,35,36,9,0,7,36.5,9622,3,0.59,154,44,3529,3377,"DISPONENT",11,"monthly issuance",20
"3199",2796,3378,5,59,"M","Kolin","central Bohemia",95616,65,30,4,1,6,51.4,9307,52,4.43,118,32,3040,3378,"OWNER",5,"weekly issuance",19
"3200",2796,3379,5,67,"F","Kolin","central Bohemia",95616,65,30,4,1,6,51.4,9307,52,4.43,118,32,3040,3379,"DISPONENT",5,"weekly issuance",19
"3201",2797,3380,74,38,"F","Ostrava - mesto","north Moravia",323870,0,0,0,1,1,100,10673,59,5.44,100,19,18347,3380,"OWNER",74,"monthly issuance",19
"3202",2798,3381,70,51,"F","Karvina","north Moravia",285387,0,2,8,5,7,89.9,10177,69,7.75,81,75,10108,3381,"OWNER",70,"monthly issuance",22
"3203",2799,3382,54,62,"M","Brno - mesto","south Moravia",387570,0,0,0,1,1,100,9897,14,1.96,140,17,18696,3382,"OWNER",54,"weekly issuance",22
"3204",2799,3383,54,60,"F","Brno - mesto","south Moravia",387570,0,0,0,1,1,100,9897,14,1.96,140,17,18696,3383,"DISPONENT",54,"weekly issuance",22
"3205",2800,3384,41,74,"F","Usti nad Labem","north Bohemia",118650,8,8,5,1,3,85.6,9832,41,4.48,114,69,5471,3384,"OWNER",41,"monthly issuance",19
"3206",2801,3385,11,92,"F","Praha - zapad","central Bohemia",75637,35,36,9,0,7,36.5,9622,3,0.59,154,44,3529,3385,"OWNER",11,"monthly issuance",20
"3207",2802,3386,49,76,"F","Semily","east Bohemia",75685,31,28,5,1,9,60.8,8208,21,2.26,155,12,2123,3386,"OWNER",1,"monthly issuance",23
"3208",2803,3387,58,73,"M","Jihlava","south Moravia",109164,98,16,6,1,4,63.6,8757,43,3.95,96,27,2471,3387,"OWNER",58,"monthly issuance",21
"3209",2804,3388,53,51,"F","Blansko","south Moravia",107911,88,33,6,2,7,50.9,8240,30,3.56,99,16,1903,3388,"OWNER",53,"monthly issuance",20
"3210",2805,3389,39,49,"F","Most","north Bohemia",119895,17,4,3,2,4,89.9,10446,71,9.4,90,59,4743,3389,"OWNER",39,"monthly issuance",20
"3211",2806,3390,53,44,"F","Blansko","south Moravia",107911,88,33,6,2,7,50.9,8240,30,3.56,99,16,1903,3390,"OWNER",53,"monthly issuance",19
"3212",2807,3391,42,45,"M","Havlickuv Brod","east Bohemia",95907,87,25,5,2,7,59.1,8388,26,2.94,87,11,1668,3391,"OWNER",42,"monthly issuance",20
"3213",2808,3392,1,41,"F","Hl.m. Praha","Prague",1204953,0,0,0,1,1,100,12541,2,0.43,167,73,99107,3392,"OWNER",1,"monthly issuance",22
"3214",2809,3393,73,62,"F","Opava","north Moravia",182027,17,49,12,2,7,56.4,8746,42,3.74,90,56,4433,3393,"OWNER",73,"monthly issuance",22
"3215",2810,3394,66,36,"F","Zdar nad Sazavou","south Moravia",125832,151,41,2,3,5,48.3,8512,46,4.12,102,28,2103,3394,"OWNER",66,"monthly issuance",21
"3216",2811,3395,4,54,"M","Kladno","central Bohemia",149893,63,29,6,2,6,67.4,9753,56,5.05,109,63,5892,3395,"OWNER",4,"monthly issuance",20
"3217",2812,3396,18,39,"F","Pisek","south Bohemia",70699,60,13,2,1,4,65.3,8968,37,3.35,131,13,1910,3396,"OWNER",18,"monthly issuance",20
"3218",2813,3397,24,42,"F","Karlovy Vary","west Bohemia",122603,25,21,6,2,8,80,8991,11,2.01,128,62,5273,3397,"OWNER",24,"monthly issuance",23
"3219",2813,3398,24,47,"M","Karlovy Vary","west Bohemia",122603,25,21,6,2,8,80,8991,11,2.01,128,62,5273,3398,"DISPONENT",24,"monthly issuance",23
"3220",2814,3399,72,84,"M","Olomouc","north Moravia",226122,32,50,7,4,4,62.6,8994,50,4.79,110,74,9208,3399,"OWNER",72,"monthly issuance",23
"3221",2816,3402,74,64,"F","Ostrava - mesto","north Moravia",323870,0,0,0,1,1,100,10673,59,5.44,100,19,18347,3402,"OWNER",74,"monthly issuance",19
"3222",2816,3403,74,59,"M","Ostrava - mesto","north Moravia",323870,0,0,0,1,1,100,10673,59,5.44,100,19,18347,3403,"DISPONENT",74,"monthly issuance",19
"3223",2817,3404,56,76,"F","Breclav","south Moravia",124605,11,42,14,1,8,46,8772,57,4.98,126,37,3158,3404,"OWNER",56,"monthly issuance",23
"3224",2818,3405,40,67,"M","Teplice","north Bohemia",128118,9,16,6,3,8,85.3,9317,68,7.07,97,71,6872,3405,"OWNER",40,"monthly issuance",23
"3225",2818,3406,40,69,"F","Teplice","north Bohemia",128118,9,16,6,3,8,85.3,9317,68,7.07,97,71,6872,3406,"DISPONENT",40,"monthly issuance",23
"3226",2819,3407,35,43,"F","Jablonec n. Nisou","north Bohemia",88768,10,18,5,1,7,80.5,8867,6,1.21,130,42,3620,3407,"OWNER",35,"monthly issuance",22
"3227",2819,3408,35,43,"M","Jablonec n. Nisou","north Bohemia",88768,10,18,5,1,7,80.5,8867,6,1.21,130,42,3620,3408,"DISPONENT",35,"monthly issuance",22
"3228",2820,3409,36,97,"M","Liberec","north Bohemia",159617,29,19,8,1,9,85.2,9198,42,4.28,131,66,6132,3409,"OWNER",36,"monthly issuance",19
"3229",2821,3410,54,51,"M","Brno - mesto","south Moravia",387570,0,0,0,1,1,100,9897,14,1.96,140,17,18696,3410,"OWNER",54,"monthly issuance",20
"3230",2823,3412,57,41,"M","Hodonin","south Moravia",161954,21,37,20,3,8,48,8720,48,4.5,116,47,3651,3412,"OWNER",57,"monthly issuance",23
"3231",2823,3413,57,47,"F","Hodonin","south Moravia",161954,21,37,20,3,8,48,8720,48,4.5,116,47,3651,3413,"DISPONENT",57,"monthly issuance",23
"3232",2824,3414,11,69,"F","Praha - zapad","central Bohemia",75637,35,36,9,0,7,36.5,9622,3,0.59,154,44,3529,3414,"OWNER",11,"monthly issuance",23
"3233",2825,3415,54,43,"F","Brno - mesto","south Moravia",387570,0,0,0,1,1,100,9897,14,1.96,140,17,18696,3415,"OWNER",54,"monthly issuance",20
"3234",2826,3416,35,38,"M","Jablonec n. Nisou","north Bohemia",88768,10,18,5,1,7,80.5,8867,6,1.21,130,42,3620,3416,"OWNER",35,"monthly issuance",20
"3235",2826,3417,35,31,"F","Jablonec n. Nisou","north Bohemia",88768,10,18,5,1,7,80.5,8867,6,1.21,130,42,3620,3417,"DISPONENT",35,"monthly issuance",20
"3236",2827,3418,70,53,"F","Karvina","north Moravia",285387,0,2,8,5,7,89.9,10177,69,7.75,81,75,10108,3418,"OWNER",70,"monthly issuance",20
"3237",2829,3420,66,37,"M","Zdar nad Sazavou","south Moravia",125832,151,41,2,3,5,48.3,8512,46,4.12,102,28,2103,3420,"OWNER",66,"monthly issuance",19
"3238",2830,3421,20,69,"M","Strakonice","south Bohemia",70646,94,14,3,1,4,58.4,8547,32,3.64,120,7,1542,3421,"OWNER",20,"monthly issuance",21
"3239",2831,3422,1,65,"F","Hl.m. Praha","Prague",1204953,0,0,0,1,1,100,12541,2,0.43,167,73,99107,3422,"OWNER",1,"monthly issuance",19
"3240",2832,3423,12,45,"F","Pribram","central Bohemia",107870,84,29,6,1,6,58,8754,51,4.31,137,49,3868,3423,"OWNER",12,"monthly issuance",19
"3241",2833,3424,64,98,"M","Zlin","south Moravia",197099,29,41,10,2,10,74.7,9624,14,2.31,145,57,4265,3424,"OWNER",64,"monthly issuance",21
"3242",2834,3425,70,46,"M","Karvina","north Moravia",285387,0,2,8,5,7,89.9,10177,69,7.75,81,75,10108,3425,"OWNER",70,"monthly issuance",21
"3243",2835,3426,73,38,"M","Opava","north Moravia",182027,17,49,12,2,7,56.4,8746,42,3.74,90,56,4433,3426,"OWNER",73,"monthly issuance",21
"3244",2836,3427,42,36,"M","Havlickuv Brod","east Bohemia",95907,87,25,5,2,7,59.1,8388,26,2.94,87,11,1668,3427,"OWNER",42,"monthly issuance",21
"3245",2836,3428,42,29,"F","Havlickuv Brod","east Bohemia",95907,87,25,5,2,7,59.1,8388,26,2.94,87,11,1668,3428,"DISPONENT",42,"monthly issuance",21
"3246",2837,3429,46,75,"M","Nachod","east Bohemia",112709,48,20,7,3,10,73.5,8369,19,2.31,117,37,2618,3429,"OWNER",46,"monthly issuance",20
"3247",2838,3430,3,65,"M","Beroun","central Bohemia",75232,55,26,4,1,5,41.7,8980,22,2.21,111,36,2813,3430,"OWNER",3,"weekly issuance",23
"3248",2839,3431,70,37,"F","Karvina","north Moravia",285387,0,2,8,5,7,89.9,10177,69,7.75,81,75,10108,3431,"OWNER",70,"monthly issuance",21
"3249",2840,3432,15,43,"M","Cesky Krumlov","south Bohemia",58796,22,16,7,1,5,51.9,9045,39,3.6,124,15,1879,3432,"OWNER",15,"monthly issuance",22
"3250",2841,3433,71,54,"M","Novy Jicin","north Moravia",161227,5,35,11,4,10,69.7,8678,66,5.57,102,60,4595,3433,"OWNER",71,"monthly issuance",23
"3251",2841,3434,71,60,"F","Novy Jicin","north Moravia",161227,5,35,11,4,10,69.7,8678,66,5.57,102,60,4595,3434,"DISPONENT",71,"monthly issuance",23
"3252",2842,3435,4,71,"F","Kladno","central Bohemia",149893,63,29,6,2,6,67.4,9753,56,5.05,109,63,5892,3435,"OWNER",14,"monthly issuance",23
"3253",2843,3436,30,58,"M","Sokolov","west Bohemia",94812,15,13,8,2,10,81.8,9650,43,3.67,100,39,2804,3436,"OWNER",30,"monthly issuance",19
"3254",2843,3437,30,57,"F","Sokolov","west Bohemia",94812,15,13,8,2,10,81.8,9650,43,3.67,100,39,2804,3437,"DISPONENT",30,"monthly issuance",19
"3255",2844,3438,43,74,"M","Hradec Kralove","east Bohemia",161854,73,21,6,1,6,76.3,9425,17,2.5,125,52,3891,3438,"OWNER",43,"monthly issuance",20
"3256",2845,3439,62,49,"M","Uherske Hradiste","south Moravia",145688,22,41,13,2,5,40.7,8544,10,1.86,109,35,2906,3439,"OWNER",62,"monthly issuance",19
"3257",2846,3440,1,78,"F","Hl.m. Praha","Prague",1204953,0,0,0,1,1,100,12541,2,0.43,167,73,99107,3440,"OWNER",1,"monthly issuance",19
"3258",2847,3441,75,58,"M","Prerov","north Moravia",138032,67,30,4,2,5,64.6,8819,62,5.66,99,51,4505,3441,"OWNER",75,"monthly issuance",22
"3259",2849,3443,1,82,"F","Hl.m. Praha","Prague",1204953,0,0,0,1,1,100,12541,2,0.43,167,73,99107,3443,"OWNER",1,"monthly issuance",23
"3260",2850,3444,57,39,"M","Hodonin","south Moravia",161954,21,37,20,3,8,48,8720,48,4.5,116,47,3651,3444,"OWNER",57,"monthly issuance",19
"3261",2851,3445,17,37,"F","Pelhrimov","south Bohemia",74062,99,15,4,2,7,61.4,8114,25,2.62,119,2,1181,3445,"OWNER",17,"monthly issuance",21
"3262",2852,3446,70,59,"M","Karvina","north Moravia",285387,0,2,8,5,7,89.9,10177,69,7.75,81,75,10108,3446,"OWNER",70,"monthly issuance",20
"3263",2853,3447,54,67,"F","Brno - mesto","south Moravia",387570,0,0,0,1,1,100,9897,14,1.96,140,17,18696,3447,"OWNER",54,"monthly issuance",21
"3264",2854,3448,1,62,"M","Hl.m. Praha","Prague",1204953,0,0,0,1,1,100,12541,2,0.43,167,73,99107,3448,"OWNER",1,"monthly issuance",19
"3265",2855,3449,27,88,"M","Plzen - jih","west Bohemia",67298,71,19,10,0,7,43.8,8561,5,1.29,110,3,1127,3449,"OWNER",27,"monthly issuance",21
"3266",2856,3450,25,40,"M","Klatovy","west Bohemia",88757,60,33,3,2,10,61.7,8554,27,2.68,113,14,2218,3450,"OWNER",25,"monthly issuance",21
"3267",2857,3451,19,42,"M","Prachatice","south Bohemia",51428,50,11,3,1,4,52.7,8402,39,3.98,120,76,1099,3451,"OWNER",19,"monthly issuance",19
"3268",2857,3452,19,41,"F","Prachatice","south Bohemia",51428,50,11,3,1,4,52.7,8402,39,3.98,120,76,1099,3452,"DISPONENT",19,"monthly issuance",19
"3269",2858,3453,56,66,"M","Breclav","south Moravia",124605,11,42,14,1,8,46,8772,57,4.98,126,37,3158,3453,"OWNER",56,"monthly issuance",21
"3270",2859,3454,11,67,"F","Praha - zapad","central Bohemia",75637,35,36,9,0,7,36.5,9622,3,0.59,154,44,3529,3454,"OWNER",11,"monthly issuance",23
"3271",2859,3455,11,59,"M","Praha - zapad","central Bohemia",75637,35,36,9,0,7,36.5,9622,3,0.59,154,44,3529,3455,"DISPONENT",11,"monthly issuance",23
"3272",2860,3456,54,71,"F","Brno - mesto","south Moravia",387570,0,0,0,1,1,100,9897,14,1.96,140,17,18696,3456,"OWNER",54,"weekly issuance",19
"3273",2861,3457,75,93,"F","Prerov","north Moravia",138032,67,30,4,2,5,64.6,8819,62,5.66,99,51,4505,3457,"OWNER",38,"monthly issuance",23
"3274",2862,3458,33,63,"M","Decin","north Bohemia",133777,24,17,7,3,11,84.7,8705,64,7.61,116,58,4859,3458,"OWNER",33,"monthly issuance",23
"3275",2863,3459,14,52,"F","Ceske Budejovice","south Bohemia",177686,69,27,10,1,9,74.8,10045,12,1.71,135,70,6295,3459,"OWNER",14,"monthly issuance",20
"3276",2863,3460,14,51,"M","Ceske Budejovice","south Bohemia",177686,69,27,10,1,9,74.8,10045,12,1.71,135,70,6295,3460,"DISPONENT",14,"monthly issuance",20
"3277",2864,3461,54,58,"M","Brno - mesto","south Moravia",387570,0,0,0,1,1,100,9897,14,1.96,140,17,18696,3461,"OWNER",54,"monthly issuance",20
"3278",2864,3462,54,51,"F","Brno - mesto","south Moravia",387570,0,0,0,1,1,100,9897,14,1.96,140,17,18696,3462,"DISPONENT",54,"monthly issuance",20
"3279",2865,3463,1,37,"F","Hl.m. Praha","Prague",1204953,0,0,0,1,1,100,12541,2,0.43,167,73,99107,3463,"OWNER",1,"monthly issuance",21
"3280",2866,3464,43,63,"M","Hradec Kralove","east Bohemia",161854,73,21,6,1,6,76.3,9425,17,2.5,125,52,3891,3464,"OWNER",43,"monthly issuance",21
"3281",2867,3465,30,74,"M","Sokolov","west Bohemia",94812,15,13,8,2,10,81.8,9650,43,3.67,100,39,2804,3465,"OWNER",30,"monthly issuance",23
"3282",2868,3466,1,80,"F","Hl.m. Praha","Prague",1204953,0,0,0,1,1,100,12541,2,0.43,167,73,99107,3466,"OWNER",1,"monthly issuance",22
"3283",2868,3467,1,77,"M","Hl.m. Praha","Prague",1204953,0,0,0,1,1,100,12541,2,0.43,167,73,99107,3467,"DISPONENT",1,"monthly issuance",22
"3284",2869,3468,68,83,"F","Frydek - Mistek","north Moravia",228848,15,40,18,2,6,57.2,9893,54,4.72,96,65,5887,3468,"OWNER",68,"monthly issuance",20
"3285",2870,3469,1,41,"F","Hl.m. Praha","Prague",1204953,0,0,0,1,1,100,12541,2,0.43,167,73,99107,3469,"OWNER",1,"monthly issuance",20
"3286",2871,3470,52,79,"F","Usti nad Orlici","east Bohemia",139012,59,41,8,3,10,61.9,8363,29,3.49,108,30,2799,3470,"OWNER",52,"monthly issuance",21
"3287",2872,3471,1,64,"F","Hl.m. Praha","Prague",1204953,0,0,0,1,1,100,12541,2,0.43,167,73,99107,3471,"OWNER",1,"monthly issuance",20
"3288",2873,3472,70,70,"F","Karvina","north Moravia",285387,0,2,8,5,7,89.9,10177,69,7.75,81,75,10108,3472,"OWNER",70,"monthly issuance",20
"3289",2873,3473,70,68,"M","Karvina","north Moravia",285387,0,2,8,5,7,89.9,10177,69,7.75,81,75,10108,3473,"DISPONENT",70,"monthly issuance",20
"3290",2874,3474,32,62,"F","Ceska Lipa","north Bohemia",105058,32,19,7,2,10,81,9272,35,3.22,118,55,4505,3474,"OWNER",32,"monthly issuance",19
"3291",2875,3475,19,59,"M","Prachatice","south Bohemia",51428,50,11,3,1,4,52.7,8402,39,3.98,120,76,1099,3475,"OWNER",19,"monthly issuance",20
"3292",2876,3476,60,48,"F","Prostejov","south Moravia",110643,49,41,4,1,4,51.9,8441,45,4.48,115,20,2252,3476,"OWNER",52,"monthly issuance",23
"3293",2877,3477,37,51,"M","Litomerice","north Bohemia",114006,71,26,6,2,9,62.3,9065,55,5.39,123,53,4166,3477,"OWNER",37,"monthly issuance",21
"3294",2878,3478,1,90,"M","Hl.m. Praha","Prague",1204953,0,0,0,1,1,100,12541,2,0.43,167,73,99107,3478,"OWNER",1,"monthly issuance",19
"3295",2878,3479,1,83,"F","Hl.m. Praha","Prague",1204953,0,0,0,1,1,100,12541,2,0.43,167,73,99107,3479,"DISPONENT",1,"monthly issuance",19
"3296",2879,3480,15,65,"F","Cesky Krumlov","south Bohemia",58796,22,16,7,1,5,51.9,9045,39,3.6,124,15,1879,3480,"OWNER",15,"monthly issuance",19
"3297",2879,3481,15,59,"M","Cesky Krumlov","south Bohemia",58796,22,16,7,1,5,51.9,9045,39,3.6,124,15,1879,3481,"DISPONENT",15,"monthly issuance",19
"3298",2880,3482,71,75,"F","Novy Jicin","north Moravia",161227,5,35,11,4,10,69.7,8678,66,5.57,102,60,4595,3482,"OWNER",71,"monthly issuance",23
"3299",2881,3483,70,76,"M","Karvina","north Moravia",285387,0,2,8,5,7,89.9,10177,69,7.75,81,75,10108,3483,"OWNER",70,"monthly issuance",23
"3300",2882,3484,44,44,"M","Chrudim","east Bohemia",105606,77,26,7,2,7,53,8254,34,3.76,97,26,2325,3484,"OWNER",44,"monthly issuance",20
"3301",2883,3485,77,94,"M","Vsetin","north Moravia",148545,8,35,12,3,4,53.5,8909,53,5.56,113,43,3590,3485,"OWNER",77,"monthly issuance",19
"3302",2884,3486,77,54,"M","Vsetin","north Moravia",148545,8,35,12,3,4,53.5,8909,53,5.56,113,43,3590,3486,"OWNER",1,"monthly issuance",23
"3303",2885,3487,1,57,"M","Hl.m. Praha","Prague",1204953,0,0,0,1,1,100,12541,2,0.43,167,73,99107,3487,"OWNER",1,"monthly issuance",20
"3304",2886,3488,1,61,"M","Hl.m. Praha","Prague",1204953,0,0,0,1,1,100,12541,2,0.43,167,73,99107,3488,"OWNER",1,"monthly issuance",22
"3305",2887,3489,76,50,"M","Sumperk","north Moravia",127369,31,32,13,2,7,51.2,8369,58,5.88,107,48,2807,3489,"OWNER",76,"monthly issuance",20
"3306",2888,3490,19,96,"M","Prachatice","south Bohemia",51428,50,11,3,1,4,52.7,8402,39,3.98,120,76,1099,3490,"OWNER",19,"monthly issuance",20
"3307",2888,3491,19,94,"F","Prachatice","south Bohemia",51428,50,11,3,1,4,52.7,8402,39,3.98,120,76,1099,3491,"DISPONENT",19,"monthly issuance",20
"3308",2889,3492,8,46,"F","Mlada Boleslav","central Bohemia",112065,95,19,7,1,8,69.4,11277,9,1.44,127,61,4987,3492,"OWNER",8,"monthly issuance",20
"3309",2890,3493,69,51,"F","Jesenik","north Moravia",42821,4,13,5,1,3,48.4,8173,36.5,7.01,124,38.5,1358,3493,"OWNER",69,"monthly issuance",20
"3310",2891,3494,42,47,"M","Havlickuv Brod","east Bohemia",95907,87,25,5,2,7,59.1,8388,26,2.94,87,11,1668,3494,"OWNER",42,"monthly issuance",19
"3311",2892,3495,64,75,"F","Zlin","south Moravia",197099,29,41,10,2,10,74.7,9624,14,2.31,145,57,4265,3495,"OWNER",64,"monthly issuance",19
"3312",2892,3496,64,67,"M","Zlin","south Moravia",197099,29,41,10,2,10,74.7,9624,14,2.31,145,57,4265,3496,"DISPONENT",64,"monthly issuance",19
"3313",2893,3497,39,46,"F","Most","north Bohemia",119895,17,4,3,2,4,89.9,10446,71,9.4,90,59,4743,3497,"OWNER",39,"monthly issuance",20
"3314",2894,3498,77,78,"M","Vsetin","north Moravia",148545,8,35,12,3,4,53.5,8909,53,5.56,113,43,3590,3498,"OWNER",17,"monthly issuance",23
"3315",2895,3499,19,47,"M","Prachatice","south Bohemia",51428,50,11,3,1,4,52.7,8402,39,3.98,120,76,1099,3499,"OWNER",19,"monthly issuance",23
"3316",2896,3500,29,56,"M","Rokycany","west Bohemia",45714,52,10,5,1,6,55.6,8843,36,3.6,113,72,888,3500,"OWNER",29,"monthly issuance",23
"3317",2897,3501,51,52,"M","Trutnov","east Bohemia",121947,37,28,7,3,11,70.5,8541,28,2.97,131,45,3839,3501,"OWNER",51,"monthly issuance",19
"3318",2898,3502,54,64,"M","Brno - mesto","south Moravia",387570,0,0,0,1,1,100,9897,14,1.96,140,17,18696,3502,"OWNER",54,"monthly issuance",20
"3319",2898,3503,54,63,"F","Brno - mesto","south Moravia",387570,0,0,0,1,1,100,9897,14,1.96,140,17,18696,3503,"DISPONENT",54,"monthly issuance",20
"3320",2899,3504,40,64,"M","Teplice","north Bohemia",128118,9,16,6,3,8,85.3,9317,68,7.07,97,71,6872,3504,"OWNER",40,"monthly issuance",19
"3321",2900,3505,20,39,"M","Strakonice","south Bohemia",70646,94,14,3,1,4,58.4,8547,32,3.64,120,7,1542,3505,"OWNER",20,"monthly issuance",19
